CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Geography_Germany,Geography_Spain
524,1,50,4,0,2,1,1,31840,1,0,0
645,0,36,8,0,2,1,1,12096,1,0,0
850,1,42,0,0,2,1,0,44165,0,0,0
537,0,53,3,0,1,1,1,91406,0,0,0
599,0,46,7,81742,2,1,0,83282,0,0,1
727,1,71,8,0,1,1,1,198446,1,0,1
756,1,30,2,145127,1,0,0,7554,0,0,1
755,1,38,9,148912,1,1,0,80416,0,0,0
634,0,41,4,0,2,1,1,164549,0,0,1
837,1,26,4,89900,2,1,0,175477,0,0,0
727,0,30,8,119027,2,1,1,137903,0,1,0
567,0,40,2,105222,2,1,0,93795,0,1,0
650,0,30,6,0,1,0,0,67997,1,0,1
655,1,34,1,116114,1,1,1,49492,0,0,1
763,0,58,9,187911,1,0,1,35825,0,0,0
843,0,27,5,0,2,1,1,67494,0,0,0
667,0,38,6,144432,1,1,1,73963,1,0,0
705,0,50,4,77065,2,0,1,145159,0,0,0
660,0,29,6,180520,1,1,1,123850,0,1,0
553,1,42,1,0,2,0,0,23822,0,0,0
612,0,47,6,130024,1,1,1,45750,1,1,0
641,0,40,2,110086,1,1,0,159773,0,1,0
513,0,31,5,174853,1,1,0,84238,0,0,1
680,1,44,7,108724,1,0,1,72330,0,0,0
711,1,58,9,91285,2,1,1,26767,0,0,0
689,1,40,2,0,2,1,1,164768,0,0,1
665,0,51,9,110610,2,0,1,1112,1,1,0
551,1,54,5,102994,1,1,0,176680,1,1,0
645,1,36,4,59893,2,1,0,43999,0,0,1
616,1,29,8,149318,1,1,0,140746,0,1,0
582,0,32,1,116409,1,0,1,152790,0,0,0
365,1,30,0,127760,1,1,0,81537,1,1,0
697,0,38,6,132591,1,1,1,7387,1,1,0
704,1,31,0,0,2,1,0,183038,0,0,0
656,0,46,5,113402,2,1,1,138849,0,0,0
712,0,31,7,0,2,1,0,170333,0,0,0
748,1,40,0,0,1,0,0,60416,0,0,0
724,1,28,9,0,2,1,1,100240,0,0,0
691,1,50,6,136953,1,1,1,2704,0,0,0
563,1,33,8,0,2,0,1,68815,0,0,0
741,1,32,5,0,1,1,1,64839,0,0,0
778,1,44,8,123863,1,1,0,144494,0,0,0
848,1,22,7,120811,1,1,1,185510,0,0,1
634,1,38,2,148430,1,1,1,56055,0,1,0
505,1,40,6,47869,2,1,1,155061,0,1,0
692,1,53,7,150926,2,0,0,119817,0,1,0
537,0,47,6,103163,1,1,0,16259,1,1,0
633,1,29,10,130206,1,1,0,184654,0,0,0
833,0,28,4,136674,2,0,0,5278,0,0,0
592,0,40,2,200322,1,1,1,113244,0,0,1
587,1,48,1,0,2,1,1,8908,0,0,1
550,1,62,7,80927,1,0,1,64490,0,0,1
680,0,24,10,0,3,1,0,154971,1,0,0
622,0,41,9,0,2,1,1,155786,0,0,1
594,1,28,0,142574,2,1,0,129084,0,1,0
643,0,34,7,160426,1,0,1,188533,0,1,0
540,1,25,5,116160,1,1,0,13411,0,0,0
635,0,34,5,98683,2,1,0,15733,0,0,1
657,1,32,3,118829,2,1,1,73127,0,0,0
814,1,31,1,118870,1,1,0,101704,0,0,0
600,1,32,1,0,1,1,1,101986,0,0,0
682,0,46,2,0,1,1,1,114442,0,0,0
682,1,38,4,107192,1,1,1,15669,0,0,0
566,1,42,3,108010,1,1,1,157486,0,0,0
550,1,34,3,0,2,0,0,131281,0,0,1
630,1,26,7,129837,2,0,1,197001,0,0,0
546,0,58,3,106458,4,1,0,128881,1,1,0
486,1,63,9,97009,1,1,1,85101,0,0,0
762,1,35,9,122929,2,0,0,149822,0,0,1
692,1,45,6,152296,4,0,1,108040,1,1,0
498,0,30,1,0,2,0,0,135795,0,0,0
850,1,49,8,0,1,0,0,25867,1,0,1
603,1,35,6,128993,2,1,0,130483,0,0,0
551,0,36,5,0,1,1,0,183479,0,0,0
627,1,27,0,185267,2,1,1,77027,0,1,0
515,0,28,9,0,2,0,0,94141,0,0,0
605,0,29,3,116805,1,0,0,4092,0,0,1
567,1,29,5,129750,1,1,0,109257,0,1,0
568,0,29,2,129177,2,0,1,104617,0,1,0
571,1,25,6,82506,2,1,0,167705,0,1,0
634,1,48,2,107247,1,1,1,103712,1,1,0
768,0,42,3,0,1,0,0,161242,1,0,1
554,0,36,3,157780,2,1,0,6089,0,1,0
629,1,35,1,172170,1,1,1,159777,0,0,0
638,1,48,2,0,2,1,1,7919,0,0,1
576,1,41,1,0,1,1,1,188274,0,0,0
661,0,42,9,75361,1,1,0,27608,1,0,1
592,0,27,4,0,2,1,1,183569,0,0,0
702,1,30,2,0,2,1,1,145537,0,0,1
647,0,29,0,98263,2,1,0,164717,0,0,0
593,1,43,9,0,2,1,1,76357,0,0,0
712,0,40,3,109308,2,1,0,120158,1,1,0
625,0,31,8,0,2,1,0,151843,0,0,1
538,0,28,6,164365,1,0,1,5698,0,1,0
637,0,22,5,98800,1,1,0,122865,0,0,1
632,1,27,4,193125,1,1,1,152665,0,0,0
736,1,27,5,51522,1,0,1,192131,0,0,0
755,1,23,5,84284,2,1,1,62851,0,0,0
425,0,39,5,0,2,1,0,140941,0,0,1
461,1,51,9,119889,1,0,0,56767,1,0,0
745,1,21,4,137910,1,1,1,177235,0,0,0
616,0,37,6,0,2,1,0,86242,0,0,0
587,1,33,5,100116,1,1,0,34215,0,0,0
850,1,40,4,166082,2,0,1,44406,0,1,0
601,0,38,0,0,2,1,0,165196,0,0,0
730,1,26,3,0,1,1,0,34542,0,0,1
532,1,44,3,148595,1,1,0,74838,1,0,0
850,1,53,2,94078,2,1,0,36980,0,1,0
779,0,34,5,0,2,0,1,111676,0,0,1
562,1,29,9,0,1,1,1,25858,0,0,0
670,1,40,2,164948,3,0,0,177028,1,1,0
729,0,62,4,140549,1,1,0,30990,1,0,0
767,0,44,2,152509,1,1,1,136915,0,0,0
742,0,28,2,191864,1,1,0,108457,1,0,0
669,0,44,8,96418,1,0,0,131609,1,0,0
542,1,32,2,131945,1,0,1,159737,0,0,1
586,1,29,3,0,2,1,1,142238,0,0,0
612,1,30,9,142910,1,1,0,105890,1,1,0
740,0,37,7,0,2,1,1,194270,0,0,0
584,1,35,3,146311,1,1,1,105443,0,0,0
524,1,52,2,87894,1,1,0,173899,1,0,0
614,0,19,5,97445,2,1,0,122823,0,0,0
598,0,64,9,0,1,0,1,13181,1,0,0
799,1,35,7,0,2,0,1,140780,0,0,1
724,1,34,2,154485,2,0,0,78560,0,0,0
601,1,50,2,115625,1,1,0,185855,0,0,0
804,1,25,7,108396,1,1,0,128276,0,0,0
745,1,38,5,65095,2,1,1,140197,0,1,0
667,1,43,1,103018,1,1,0,32462,1,1,0
518,0,38,10,84764,1,1,1,162253,0,0,0
819,0,38,10,0,2,1,0,30498,0,0,0
520,0,35,4,115680,1,1,1,90280,0,0,1
625,0,39,5,0,2,1,0,32615,0,0,0
673,1,36,5,73088,2,0,0,196142,0,1,0
656,0,27,3,150905,2,1,0,16998,0,1,0
850,0,23,9,143054,1,0,1,62980,0,0,1
574,0,28,7,0,2,0,0,185660,0,0,1
679,1,60,6,0,2,1,1,77331,0,0,0
530,0,42,0,99948,1,0,1,97338,0,1,0
508,1,44,3,115451,2,0,0,67234,0,0,0
558,1,32,4,108235,1,1,1,143783,0,1,0
414,1,38,8,0,1,0,1,77661,1,0,0
648,1,42,2,98795,2,1,0,89123,0,0,1
721,0,37,1,0,2,1,0,70810,0,0,0
751,1,31,8,0,2,0,0,17550,0,0,0
662,1,34,2,0,2,0,1,21497,0,0,0
628,1,29,3,113146,2,0,1,124749,0,1,0
597,0,39,8,162532,3,1,0,36051,1,1,0
698,0,40,0,92053,1,1,1,143681,0,0,1
723,1,48,7,0,2,1,1,150694,0,0,0
586,0,28,5,0,3,1,0,170487,1,0,0
633,0,29,8,104944,1,1,1,97684,0,1,0
564,1,31,4,0,2,1,0,53520,0,0,0
649,0,31,2,0,2,1,0,15200,0,0,0
622,0,30,4,107879,1,0,1,196894,0,0,0
459,1,46,7,110356,1,1,0,4969,1,1,0
718,1,27,2,0,2,0,0,26229,0,0,0
655,0,34,4,109783,2,1,0,134034,0,0,1
696,1,22,9,149777,1,1,1,198032,0,0,0
637,0,38,3,104339,1,0,0,119882,0,0,0
630,0,21,1,85818,1,1,1,133102,0,0,1
592,1,37,4,212692,1,0,0,176395,0,0,0
634,1,37,1,89696,2,1,1,193179,0,1,0
608,0,28,9,0,2,1,1,125062,0,0,0
565,0,32,9,68067,1,1,0,143287,0,1,0
763,1,67,9,148564,1,0,1,87236,0,0,1
665,0,55,8,136354,1,1,1,93769,0,0,0
649,1,38,1,122214,1,0,1,88965,0,0,0
695,1,45,3,0,2,1,1,30793,0,0,0
775,1,70,6,119684,2,1,1,74532,0,1,0
788,0,39,3,135139,1,0,1,113086,0,0,0
569,0,42,9,146100,1,1,0,32574,1,1,0
726,0,56,8,123110,3,0,1,130113,1,0,1
564,0,44,3,111760,3,1,1,104722,1,1,0
544,0,32,9,110728,1,1,1,14559,0,0,0
614,0,41,8,121558,1,1,1,598,0,0,0
453,0,38,8,120623,1,1,0,129697,0,1,0
471,0,58,4,114713,1,1,1,36315,0,0,0
829,0,37,3,103457,1,0,0,1114,0,1,0
754,1,57,2,101134,2,1,1,70954,0,1,0
749,1,46,10,78136,2,1,1,73470,0,1,0
667,1,23,1,0,2,1,0,91573,0,0,0
670,1,30,3,133446,1,0,0,3154,0,0,1
670,0,33,7,0,2,1,1,88187,0,0,0
623,0,48,1,108076,1,1,0,118855,1,1,0
571,1,32,5,131354,1,1,0,125256,0,0,0
641,0,37,7,62974,2,0,1,39016,0,1,0
551,0,30,2,143340,1,1,0,145796,0,1,0
741,1,36,8,116993,2,1,0,168816,0,1,0
472,1,31,4,58662,2,0,1,73322,0,0,0
650,1,41,3,128808,3,0,0,113677,1,0,1
625,1,45,7,137555,1,0,0,124607,0,0,0
650,1,34,4,142393,1,1,1,11276,0,1,0
535,0,38,8,0,2,1,0,136620,0,0,0
649,0,41,2,125785,1,1,1,70523,0,0,0
689,1,22,4,136444,1,1,0,51980,1,0,0
694,1,38,7,121527,1,1,0,113481,0,0,1
655,1,52,9,144696,1,1,1,49025,0,1,0
620,1,36,8,0,2,1,1,145937,0,0,0
577,0,35,10,0,2,1,1,25161,0,0,0
401,1,48,8,128140,1,1,0,175753,1,1,0
599,1,25,6,120383,1,1,1,24903,0,0,0
481,0,57,9,0,3,1,1,169719,1,0,0
704,1,42,8,129735,2,1,1,179565,0,0,0
698,0,31,8,185078,1,0,0,115337,1,0,1
480,0,28,6,0,2,0,0,48131,0,0,0
682,1,42,0,0,1,1,1,160828,0,0,0
700,1,31,7,0,2,0,1,145151,0,0,1
492,1,29,1,144591,1,1,1,196293,0,0,0
444,0,45,4,0,2,1,0,161653,1,0,0
624,1,36,6,0,2,0,0,84635,0,0,0
709,1,37,7,0,1,1,0,159486,0,0,0
557,1,68,2,100194,1,1,1,38596,0,1,0
646,1,50,6,145295,2,1,1,27814,0,1,0
719,1,28,3,106070,2,1,1,183893,0,1,0
706,0,47,6,120621,1,1,1,140803,0,1,0
660,1,38,7,0,2,0,1,146585,0,0,0
667,1,36,9,0,2,1,1,40062,0,0,0
705,1,30,1,0,1,1,1,181300,0,0,0
598,0,27,10,171283,1,1,1,84136,0,1,0
669,1,26,4,0,2,1,1,197594,0,0,0
580,0,38,1,128218,1,1,0,125953,1,1,0
676,0,32,5,0,2,1,1,75465,0,0,0
714,1,28,7,77776,1,1,0,177737,0,1,0
597,0,72,6,124978,2,1,1,7144,0,1,0
559,1,29,1,0,2,0,0,155639,0,0,0
564,0,28,1,0,1,1,1,162428,0,0,0
850,1,51,3,109799,2,1,1,12457,1,0,1
689,1,39,7,0,2,0,0,14917,0,0,0
758,0,61,8,125397,1,1,0,182184,1,1,0
604,0,71,10,0,2,1,1,129984,0,0,1
733,1,38,9,111347,2,0,1,194872,0,1,0
778,1,40,8,104291,2,1,1,117507,0,0,1
732,0,61,9,94867,2,1,1,157527,1,1,0
646,1,24,8,0,2,0,0,92612,0,0,0
597,0,33,6,135703,2,0,0,74850,0,0,0
821,0,37,5,106453,2,0,1,127413,0,1,0
640,1,43,7,132412,1,0,0,69584,1,0,0
511,0,40,9,124401,1,1,0,198814,1,1,0
805,1,46,6,118022,3,1,0,162643,1,0,0
540,1,39,1,82531,1,1,0,114092,0,1,0
705,1,44,0,184552,1,1,0,68860,1,0,1
540,1,39,4,127278,1,1,1,16150,0,1,0
532,0,66,3,0,1,1,1,115227,0,0,1
535,0,45,2,0,2,0,1,170621,0,0,0
627,1,23,5,184244,1,1,0,103099,0,1,0
646,1,52,8,59669,1,0,0,172495,1,0,0
515,0,25,7,79543,1,0,1,38772,0,0,0
697,0,39,6,151553,1,1,1,44946,0,0,0
652,1,27,2,166527,2,0,1,146007,0,1,0
579,1,28,6,150329,1,1,0,145558,0,1,0
760,1,43,8,121911,1,1,0,193312,0,0,0
769,1,51,9,156773,2,1,0,40257,0,0,0
498,1,29,8,127864,1,1,1,46677,0,0,1
774,1,53,4,113709,1,1,1,153887,1,0,0
705,0,43,7,79974,1,1,1,103108,0,1,0
648,0,44,2,0,2,1,1,58652,0,0,0
688,0,51,5,0,1,1,0,91624,1,0,0
592,1,38,0,0,1,1,0,65986,1,0,1
705,1,33,3,144427,2,1,0,113845,0,0,0
654,1,42,7,99263,1,1,1,67607,0,0,0
624,0,32,2,79368,2,1,1,145471,0,0,0
594,0,30,10,0,2,1,1,124071,0,0,0
695,0,34,9,0,2,1,1,67502,0,0,1
597,1,28,2,0,3,1,1,78707,0,0,0
758,0,52,7,125095,1,1,0,171189,1,0,0
737,0,40,2,162485,2,1,0,149381,0,1,0
694,1,37,1,95668,2,1,0,100335,0,1,0
683,1,25,4,0,2,1,0,152698,0,0,0
538,0,30,8,0,2,1,1,41192,0,0,1
669,1,37,4,0,1,1,0,132540,0,0,0
730,0,34,5,74197,2,1,0,96875,0,0,0
622,0,31,1,89688,1,1,1,152305,0,0,0
714,0,33,10,103121,2,1,1,49672,0,0,1
569,0,34,3,0,1,1,0,133997,0,0,1
668,0,59,5,120170,1,0,1,50454,0,1,0
628,1,32,9,149136,2,1,1,16402,0,0,0
600,1,40,1,141136,1,1,1,67803,0,0,0
693,0,43,4,152341,1,1,0,9241,0,0,0
704,1,36,7,120026,2,0,1,100601,0,0,0
527,1,33,9,132168,1,0,0,98734,0,0,1
553,1,43,6,85200,2,1,1,160574,0,1,0
575,1,53,1,84903,2,0,1,26015,0,0,1
626,0,32,0,0,2,0,0,187172,0,0,0
582,1,20,4,0,1,1,1,55763,0,0,0
683,1,40,8,0,1,1,0,75848,0,0,1
850,1,30,9,121535,1,0,0,40313,0,0,0
653,1,35,6,116662,2,1,1,23864,0,0,1
679,1,60,8,0,2,1,1,51380,0,0,0
549,0,49,6,124829,1,0,1,93551,0,1,0
850,0,36,2,155180,2,0,0,169415,0,0,1
558,0,32,1,108262,1,1,1,6935,0,1,0
528,1,40,4,0,2,1,0,25399,0,0,1
801,1,38,5,0,2,1,0,66256,0,0,0
513,1,48,2,0,1,1,1,114709,1,0,1
666,1,38,6,99812,2,1,1,158357,0,1,0
606,1,35,2,132164,1,0,1,164815,0,0,0
599,1,45,10,103583,1,1,0,132127,1,1,0
544,1,39,4,142406,2,1,0,146637,0,1,0
529,1,38,7,99842,2,1,0,90256,1,0,1
850,0,41,5,0,2,1,1,34827,0,0,0
497,1,41,9,0,1,0,0,22074,0,0,0
764,0,39,5,81042,1,0,1,109805,0,0,0
603,0,48,5,0,1,1,0,100478,1,0,0
609,1,40,6,0,2,1,1,97416,0,0,0
487,1,53,4,199689,1,1,1,24207,1,0,0
748,1,33,1,142645,1,0,0,69132,0,0,0
710,0,75,5,0,2,1,1,9376,0,0,1
432,0,45,3,110219,1,1,0,43046,1,1,0
534,1,51,3,0,2,0,1,20856,0,0,1
607,1,25,3,0,2,0,0,187048,0,0,0
551,1,32,4,0,2,1,0,53420,0,0,1
674,1,45,7,142072,1,1,0,37013,0,0,0
525,0,25,6,0,2,1,0,89566,0,0,0
645,1,33,8,149564,1,0,0,149913,0,1,0
755,0,43,9,0,2,1,0,18066,0,0,0
708,1,37,8,153366,1,1,1,26912,0,1,0
715,1,21,6,76467,1,1,1,173511,0,0,0
727,0,26,9,121508,1,1,1,146785,0,0,0
559,0,27,1,0,1,0,1,1050,0,0,1
545,1,36,8,73211,2,1,0,89587,1,0,1
524,1,22,9,0,2,1,0,74405,0,0,0
707,0,55,1,0,2,0,1,54409,0,0,0
671,1,38,0,92674,2,1,0,3647,0,0,1
439,1,52,3,96196,4,1,0,198874,1,0,1
667,0,36,1,114391,1,1,1,53412,0,1,0
831,1,32,9,80262,1,1,0,194867,0,1,0
545,0,33,7,173331,1,1,0,150452,0,0,1
604,0,35,7,147285,1,1,1,57807,0,0,1
657,1,67,5,119785,2,1,1,107534,0,0,1
487,0,36,1,140137,1,1,0,194073,0,0,1
750,0,52,6,107467,1,1,0,126233,1,1,0
694,0,37,8,98218,2,1,0,182354,1,1,0
711,0,35,2,133607,1,1,1,120586,0,1,0
551,1,37,3,0,2,1,1,50578,0,0,0
559,0,38,8,95139,1,1,1,86575,0,0,0
620,0,29,3,0,2,0,1,153392,0,0,0
660,1,42,5,0,2,1,0,115509,0,0,1
449,0,37,6,0,2,1,0,82176,0,0,0
703,0,26,1,97331,1,1,0,63717,0,1,0
795,1,37,2,139265,2,1,1,198745,0,1,0
594,0,31,9,0,1,0,1,5719,0,0,0
586,1,34,5,168094,1,0,0,20058,0,0,1
613,0,30,5,131563,2,1,0,170638,0,1,0
601,1,44,3,0,2,1,0,30607,0,0,0
657,1,50,9,0,2,0,0,37171,0,0,0
531,1,31,3,0,1,1,1,42589,0,0,0
621,1,47,7,107363,1,1,1,66799,0,1,0
782,0,33,2,94493,1,0,1,101866,0,0,0
528,0,29,9,170214,2,1,0,49284,0,1,0
696,1,52,6,139781,1,1,0,27445,1,0,0
586,0,35,7,0,2,1,0,70760,0,0,0
626,0,26,8,148610,3,0,1,104502,1,0,1
498,1,73,2,170241,2,1,1,165407,0,0,0
691,0,33,1,128306,1,1,1,113580,0,0,0
568,0,47,7,0,2,1,1,45978,0,0,0
715,0,35,3,0,1,1,1,152012,0,0,0
680,1,32,7,175454,1,0,1,77349,0,1,0
802,1,41,6,0,2,1,0,47322,0,0,1
539,0,22,0,100885,2,1,1,38772,0,0,0
494,1,69,9,93320,1,1,1,24489,0,0,0
594,1,38,6,63176,2,1,1,14466,0,1,0
596,1,33,2,139451,1,0,0,63142,0,0,0
649,0,52,8,49113,1,1,0,41858,0,0,0
699,1,32,1,123906,3,1,1,127443,1,1,0
787,0,40,6,0,2,1,1,84151,0,0,0
604,1,28,7,0,2,0,0,58595,0,0,0
489,0,52,1,131441,1,1,0,37240,1,1,0
651,1,56,2,0,1,1,0,114522,1,0,0
698,1,57,6,136325,2,1,1,72549,1,0,0
578,0,38,4,113150,2,1,0,176712,1,1,0
538,0,42,9,0,1,0,0,152855,0,0,1
696,0,33,4,0,2,1,1,73371,0,0,0
507,0,46,8,102785,1,1,1,70323,0,1,0
685,1,34,6,83264,1,0,0,9663,0,0,1
705,1,41,4,72252,2,1,1,142514,0,1,0
499,0,29,6,148051,1,1,0,118623,0,1,0
717,0,76,9,138489,1,1,1,68400,0,0,0
510,1,63,8,0,2,1,1,115291,0,0,0
632,1,32,6,111589,1,1,1,170382,0,0,0
668,0,39,0,122104,1,1,0,112946,1,1,0
744,1,32,4,96106,1,1,1,79812,0,1,0
663,1,42,7,115930,1,1,0,19862,0,1,0
638,0,37,7,124513,2,1,0,158610,0,1,0
688,0,54,9,0,1,1,0,191212,1,0,0
588,1,46,8,0,1,1,0,61931,0,0,1
631,1,33,7,0,1,1,1,58043,1,0,0
687,1,35,8,100988,2,1,0,22247,0,0,1
599,1,44,10,118577,1,1,1,31448,0,0,0
718,1,28,6,0,2,1,0,146875,0,0,1
730,1,27,5,0,2,1,1,116081,0,0,0
533,0,39,2,0,1,0,1,73669,1,0,0
711,0,28,5,0,2,1,1,93959,0,0,1
555,0,26,9,0,2,0,1,158918,0,0,1
850,0,42,9,113311,1,1,1,198193,0,0,0
678,0,41,9,0,1,0,0,13160,0,0,0
576,1,32,7,0,2,1,0,4660,0,0,0
835,1,20,4,124365,1,0,0,180197,1,1,0
592,1,42,1,147249,2,1,1,63023,0,0,0
774,1,36,7,103688,1,0,1,118971,0,0,0
620,0,29,1,138740,2,0,0,154700,0,0,0
519,1,39,4,111900,1,1,1,97577,0,0,1
734,0,37,0,152760,1,1,1,48990,0,0,1
763,1,31,7,143966,2,1,1,140262,1,1,0
733,1,51,10,141556,1,1,0,130189,0,0,0
650,0,43,6,0,2,1,1,16301,0,0,0
538,0,33,5,0,2,1,0,126962,0,0,0
577,0,46,1,0,1,1,1,158750,0,0,0
792,1,30,8,0,2,1,0,199644,0,0,0
686,0,41,10,0,1,1,1,144272,1,0,0
589,1,29,2,0,2,0,1,98320,0,0,0
530,1,25,9,162560,1,1,0,64129,0,0,0
778,0,29,7,123229,1,1,0,181221,0,1,0
616,1,31,7,76665,2,1,1,163809,0,0,1
550,1,38,9,140278,3,1,1,171457,1,0,0
655,0,51,3,0,2,0,1,15801,0,0,0
721,1,46,1,115764,2,0,0,102950,0,0,0
499,1,36,5,131142,2,1,0,174918,0,1,0
511,1,45,5,68375,1,1,0,193160,1,0,0
579,0,39,5,117833,3,0,0,5831,1,1,0
696,0,36,7,0,2,1,1,82298,0,0,1
681,1,34,7,0,2,0,0,130686,0,0,0
815,1,45,7,0,1,0,1,52885,1,0,0
681,1,30,2,111093,1,1,0,68985,0,0,1
641,1,42,9,132657,1,1,0,35367,0,0,1
591,0,56,9,128882,1,1,1,196241,1,0,0
565,1,59,9,69129,1,1,1,170705,0,1,0
487,1,37,6,0,2,1,1,126477,0,0,0
729,1,39,4,121404,1,1,1,159618,0,0,0
505,0,45,9,131355,3,1,0,195395,1,0,1
580,0,35,1,102097,1,0,1,168285,0,0,0
642,1,40,1,154863,1,1,1,138052,0,0,0
850,0,41,3,99945,2,1,0,71179,0,0,1
616,1,39,2,121704,2,1,0,55556,0,1,0
526,0,43,3,0,2,1,0,31705,0,0,1
523,1,35,8,138782,1,1,1,186118,0,1,0
663,1,35,9,0,2,1,1,195580,0,0,0
840,1,30,8,136291,1,1,0,54113,0,0,0
570,1,42,0,107856,2,1,0,127528,0,1,0
676,0,26,1,108348,1,0,0,60231,1,1,0
689,1,47,1,93871,3,1,0,156878,1,0,0
703,0,45,1,0,1,1,0,182784,1,0,1
491,1,19,2,125860,1,0,0,129690,0,1,0
584,1,49,8,172713,1,1,0,113860,0,0,0
810,0,51,5,0,2,0,1,184524,0,0,0
745,0,59,8,0,1,1,1,36124,0,0,1
625,0,39,3,130786,1,0,1,121316,0,0,0
535,0,29,2,112367,1,1,0,185630,0,0,0
729,0,45,7,91091,2,1,0,71133,0,0,1
655,0,26,7,106198,1,0,1,32020,0,0,0
751,1,47,5,142669,2,1,0,162760,0,0,0
525,1,33,1,112833,1,0,1,175178,0,0,0
532,0,40,5,0,2,0,1,177099,0,0,0
696,0,43,4,0,2,1,1,66406,0,0,1
786,0,32,2,104336,2,0,0,59559,0,1,0
580,1,55,6,104305,1,0,1,175750,0,0,0
596,1,47,5,140187,2,1,1,174311,0,1,0
683,1,39,4,0,2,1,0,171716,0,0,0
747,0,45,1,114959,1,1,0,189362,1,0,0
602,1,33,5,164704,1,0,1,180716,1,0,0
779,1,62,10,119096,1,0,1,116977,0,0,0
551,1,31,1,0,2,1,1,185105,0,0,0
666,1,47,2,0,1,1,0,35046,1,0,0
526,1,30,8,0,1,1,0,36251,0,0,1
849,0,41,9,115465,1,1,0,103174,0,0,0
471,0,27,4,0,2,1,0,122642,0,0,0
628,1,43,3,184926,1,1,0,122937,0,0,1
674,1,43,8,85957,2,1,0,8757,0,1,0
797,1,32,10,114084,1,0,1,125782,0,0,0
590,0,29,2,166930,2,1,0,122487,0,0,1
588,0,27,8,0,1,1,0,20066,0,0,0
577,1,29,7,0,2,1,1,55473,0,0,0
571,0,38,6,107193,2,0,0,38962,0,0,0
680,1,36,3,116275,1,1,1,63795,0,0,0
648,0,27,7,0,2,1,1,163060,0,0,1
618,1,39,2,91068,1,1,0,26578,0,0,0
648,1,41,5,123049,1,0,1,5066,0,1,0
759,0,39,6,0,2,1,1,140497,0,0,0
585,1,40,7,0,2,0,0,146156,0,0,0
774,0,42,3,137781,1,0,0,199316,0,0,0
697,0,48,2,108128,2,1,1,103944,0,1,0
605,1,39,10,105317,2,1,0,138021,0,0,1
676,1,20,1,80569,1,0,0,68621,0,0,0
678,0,22,4,174852,1,1,1,28149,0,0,0
495,0,45,3,89158,3,1,0,135169,1,0,1
787,0,85,10,0,2,1,1,116537,0,0,0
770,1,36,2,89800,1,1,1,105922,0,0,0
817,1,45,9,101207,1,0,0,88211,1,1,0
659,1,43,1,106086,2,1,0,26900,0,0,0
693,1,21,1,0,2,1,1,3494,0,0,0
744,1,47,9,0,2,1,0,113163,0,0,0
829,0,26,8,101440,2,1,1,19324,0,0,1
716,1,38,4,0,2,1,0,189678,0,0,0
671,1,34,7,106603,2,1,1,26387,0,0,0
835,0,29,10,130420,2,0,0,106276,0,1,0
636,0,38,1,0,1,1,0,45015,0,0,0
649,1,29,2,45022,1,1,1,173495,0,0,1
621,1,27,1,74298,1,1,1,52581,0,1,0
658,0,31,3,133003,1,0,1,146339,1,1,0
784,1,48,7,0,2,1,1,182609,0,0,1
783,0,37,1,136689,1,1,0,197890,0,0,1
615,1,32,4,0,2,1,1,6225,0,0,0
791,0,44,5,0,2,1,1,123977,1,0,0
762,1,53,1,102520,1,1,1,170195,0,0,0
607,1,35,2,0,2,1,1,114190,0,0,0
601,0,34,5,0,2,1,0,27022,0,0,0
540,1,67,1,88382,1,0,1,59457,0,0,1
812,1,44,4,115049,2,1,0,165038,0,0,0
685,1,58,1,104796,1,1,1,154181,0,0,0
680,1,33,1,123082,1,1,0,134960,0,0,0
680,0,58,8,0,2,1,1,65708,0,0,1
631,0,33,8,0,2,0,0,117374,0,0,0
569,0,43,7,0,2,1,1,77703,0,0,0
584,1,33,3,88311,2,1,1,177651,0,1,0
582,0,40,9,0,3,1,1,60954,0,0,0
609,1,32,7,71872,1,1,1,151924,0,0,0
506,1,35,6,110046,2,1,0,26318,0,0,1
503,1,42,8,104430,1,1,1,147557,0,0,0
503,0,28,5,0,2,1,0,125918,0,0,0
806,1,31,10,138653,1,1,0,190803,0,1,0
653,0,31,7,102575,1,1,1,11043,0,0,0
666,1,43,7,137780,2,1,1,119100,1,0,0
674,1,32,2,0,2,1,0,140579,0,0,1
798,1,32,7,0,2,0,1,37731,0,0,0
740,0,30,8,105209,1,1,0,1852,0,0,0
531,0,32,0,109570,2,1,1,172049,0,1,0
614,0,44,6,118715,1,1,0,133591,1,1,0
556,1,35,10,0,2,1,1,192751,0,0,0
678,0,43,2,153393,2,1,1,193828,0,1,0
587,1,33,6,132603,1,1,0,55775,0,1,0
527,0,36,6,0,2,1,1,102280,0,0,1
757,0,34,1,129398,2,0,0,44965,0,1,0
468,1,28,3,0,2,1,0,170661,0,0,1
693,1,29,2,151352,1,0,0,197145,0,0,0
483,0,44,5,136836,1,1,0,192359,1,0,0
466,1,40,4,91592,1,1,0,141210,1,0,0
770,0,30,8,0,2,1,0,100557,0,0,0
734,0,54,3,0,1,1,0,130805,1,0,0
716,0,22,8,0,2,1,1,92606,0,0,0
439,1,36,2,165536,2,1,1,123956,0,0,0
538,1,25,5,62482,1,1,1,102758,0,1,0
743,1,40,8,68155,1,1,0,94876,0,0,0
734,0,43,3,55853,2,0,1,94811,1,0,1
