CreditScore,Gender,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Geography_Spain,Geography,Balance_Is_Zero,Balance_Salary_Ratio,IsActive_x_NumProducts,Tenure_Per_Age,Age_Squared,Germany_x_Balance
748,1,1,0,85495.24,0,0,France,0,1.086732235242158,1,0.044444444444444446,1936,0.0
680,0,2,1,101139.3,0,1,Spain,0,1.184747820601679,2,0.28125,961,0.0
655,0,2,1,10511.13,0,0,France,0,10.64035928018394,0,0.18421052631578946,1369,0.0
690,1,2,1,137916.49,0,0,Germany,0,0.7735314788573951,2,0.0,1024,106683.52
695,1,1,0,193383.13,0,0,Germany,0,0.7188916691354145,1,0.17073170731707318,1600,139022.24
700,0,1,1,189826.96,1,0,Germany,0,0.7826616795544766,0,0.0975609756097561,1600,148571.07
773,1,1,0,144113.42,0,0,France,1,0.0,1,0.07547169811320754,2704,0.0
749,1,2,0,143538.51,0,0,France,0,0.9041184549118217,2,0.023255813953488372,1764,0.0
611,0,1,1,77677.14,1,0,France,1,0.0,0,0.10638297872340426,2116,0.0
606,0,2,1,183717.94,0,1,Spain,1,0.0,2,0.1702127659574468,2116,0.0
554,1,1,0,92180.62,0,0,France,1,0.0,0,0.4,576,0.0
567,0,2,1,28690.9,0,0,France,1,0.0,2,0.18421052631578946,1369,0.0
559,1,1,1,85891.02,1,1,Spain,0,1.3358624002555766,0,0.12,576,0.0
594,1,2,1,42050.24,0,0,Germany,0,2.914198249564103,2,0.047619047619047616,1681,122545.65
513,0,2,1,110142.34,0,0,France,1,0.0,0,0.15789473684210525,1369,0.0
652,0,1,1,179269.79,0,0,Germany,0,0.7358050354996484,1,0.037037037037037035,676,131908.35
680,0,1,1,90558.24,1,0,Germany,0,1.1674423283587627,1,0.16279069767441862,1764,105722.69
784,1,2,1,162022.47,0,1,Spain,1,0.0,0,0.29411764705882354,1089,0.0
812,0,3,1,66926.83,1,1,Spain,1,0.0,0,0.17777777777777778,1936,0.0
784,0,2,1,108891.3,0,1,Spain,1,0.0,0,0.1951219512195122,1600,0.0
570,0,1,1,71811.9,0,0,France,0,1.1525425097719213,0,0.21052631578947367,324,0.0
712,0,1,0,92223.59,0,0,France,0,0.9524897860754924,0,0.023255813953488372,1764,0.0
705,1,1,1,78065.9,0,1,Spain,0,1.70701193463555,1,0.15,1521,0.0
681,0,2,1,59679.9,0,1,Spain,1,0.0,2,0.09090909090909091,1024,0.0
620,1,1,1,85000.32,0,0,France,0,1.1520422271089437,0,0.0,1681,0.0
711,1,1,1,159808.95,0,0,France,1,0.0,1,0.09433962264150944,2704,0.0
613,0,1,1,129001.3,0,0,France,0,1.088770587811225,0,0.28,576,0.0
613,0,1,0,113557.7,1,0,Germany,0,1.0334407667576329,0,0.0,400,117356.19
682,1,2,1,147758.51,0,1,Spain,1,0.0,2,0.13513513513513514,1296,0.0
850,1,1,1,28865.59,0,1,Spain,0,4.75306470213489,1,0.10526315789473684,1369,0.0
601,0,2,0,160607.06,0,0,France,1,0.0,2,0.023809523809523808,1681,0.0
595,1,1,1,100015.79,1,1,Spain,1,0.0,0,0.2222222222222222,1225,0.0
675,1,2,0,54478.52,0,1,Spain,0,0.9930003054358776,2,0.08108108108108109,1296,0.0
591,1,1,1,141677.33,0,1,Spain,1,0.0,1,0.25,961,0.0
602,1,2,0,84077.6,0,0,France,0,1.35300159612553,0,0.2916666666666667,529,0.0
554,0,1,0,106981.03,0,1,Spain,1,0.0,1,0.22857142857142856,1156,0.0
541,1,1,1,73551.44,0,0,France,0,1.612956959687537,1,0.23684210526315788,1369,0.0
506,1,2,0,115842.1,0,0,France,1,0.0,0,0.2,1156,0.0
814,1,2,0,107013.59,0,0,Germany,0,0.892297209193625,0,0.17777777777777778,1936,95488.82
683,1,2,0,24938.84,0,0,France,0,4.443874539692316,0,0.25806451612903225,900,0.0
485,1,2,1,51113.14,0,0,Germany,0,2.8220095261311253,0,0.1346153846153846,2601,144244.59
696,0,2,1,33828.64,0,0,Germany,0,3.6069529560468276,0,0.25,961,122021.92
608,0,2,1,128875.86,0,0,France,1,0.0,0,0.25806451612903225,900,0.0
792,1,4,1,194700.81,1,0,France,1,0.0,4,0.17647058823529413,2500,0.0
686,1,2,1,158974.45,0,1,Spain,1,0.0,0,0.21739130434782608,484,0.0
790,1,1,1,198182.73,0,0,Germany,0,0.4331315189193381,0,0.023255813953488372,1764,85839.62
654,0,1,0,141404.07,0,0,France,0,0.6857955658874183,1,0.13333333333333333,841,0.0
452,1,1,1,4175.68,0,0,France,0,35.47612936590785,1,0.1111111111111111,1225,0.0
719,1,1,1,126876.47,0,1,Spain,1,0.0,0,0.0,1444,0.0
707,0,2,1,41052.82,0,0,France,1,0.0,0,0.12195121951219512,1600,0.0
699,0,1,0,105760.01,0,0,France,1,0.0,0,0.04,2401,0.0
850,1,2,0,27937.12,0,1,Spain,1,0.0,2,0.06451612903225806,900,0.0
828,1,1,1,79355.87,0,1,Spain,0,1.698237972339383,0,0.27586206896551724,784,0.0
850,1,2,1,102180.27,0,0,Germany,0,1.205803764231938,2,0.16129032258064516,900,123210.56
712,1,1,1,95719.73,0,1,Spain,0,1.4614076804470675,1,0.020833333333333332,2209,0.0
634,1,1,1,57121.51,0,0,France,0,2.6252542123936777,0,0.2,1936,0.0
730,1,1,0,162478.11,0,0,Germany,0,0.9409269290064428,0,0.13043478260869565,2025,152880.97
685,1,2,0,194808.51,0,0,Germany,0,0.557413598545574,2,0.20454545454545456,1849,108589.47
809,1,1,1,124045.65,0,1,Spain,1,0.0,1,0.2647058823529412,1089,0.0
707,0,1,1,17987.4,1,1,Spain,0,3.150612617019857,0,0.08333333333333333,1225,0.0
648,1,1,1,133653.38,0,1,Spain,1,0.0,0,0.24242424242424243,1024,0.0
760,0,2,1,25101.17,0,1,Spain,1,0.0,2,0.017241379310344827,3249,0.0
805,0,2,0,33330.89,0,0,Germany,0,3.170044062907924,2,0.08823529411764706,1089,105663.56
585,0,2,1,2401.26,0,0,France,1,0.0,0,0.175,1521,0.0
595,0,1,1,178361.04,0,1,Spain,0,0.5644897311109471,1,0.16129032258064516,900,0.0
630,1,2,1,162697.93,0,0,France,1,0.0,0,0.13953488372093023,1764,0.0
627,1,2,1,80607.33,0,0,Germany,0,1.7311062020513264,0,0.16666666666666666,841,139541.58
631,0,2,0,23146.62,0,0,Germany,0,5.261954360750695,2,0.05263157894736842,1369,121801.72
776,1,1,0,89893.6,0,0,Germany,0,1.2490372057943413,1,0.1282051282051282,1444,112281.7
676,0,2,1,3173.31,0,1,Spain,1,0.0,2,0.10810810810810811,1296,0.0
758,0,2,0,123218.81,0,1,Spain,0,0.7588050979789696,0,0.12195121951219512,1600,0.0
637,1,2,0,74588.41,0,0,France,0,1.7731202056699469,2,0.0,1089,0.0
850,1,2,1,31288.77,0,0,France,1,0.0,0,0.3333333333333333,400,0.0
601,0,2,1,58561.31,0,1,Spain,1,0.0,0,0.08888888888888889,1936,0.0
735,1,1,1,148804.36,0,0,France,0,0.8196833769966352,0,0.1,2401,0.0
614,1,2,1,51117.06,0,0,Germany,0,1.9457467673851474,2,0.21212121212121213,1024,99462.8
672,0,2,1,164537.17,0,0,Germany,0,1.0081475927439816,2,0.13636363636363635,441,165878.76
642,1,1,0,61977.82,0,0,France,0,1.8957164721754949,0,0.25806451612903225,900,0.0
633,0,1,1,193362.99,0,0,Germany,0,0.716665703888299,0,0.0,841,138577.34
769,1,1,1,47722.79,0,1,Spain,1,0.0,1,0.225,1521,0.0
796,1,1,1,18510.41,0,1,Spain,0,5.808583462848049,0,0.19047619047619047,1681,0.0
715,1,2,1,65057.71,0,0,France,0,2.1399889422953517,0,0.2916666666666667,529,0.0
695,0,1,0,46374.64,0,0,France,0,2.6189100570903174,0,0.16279069767441862,1764,0.0
747,0,2,0,42039.67,0,0,France,1,0.0,2,0.15384615384615385,625,0.0
584,0,1,0,138192.98,1,0,Germany,0,0.5597520962924722,0,0.01818181818181818,2916,77354.37
476,1,1,1,22735.45,0,0,France,1,0.0,1,0.14634146341463414,1600,0.0
850,0,1,0,186910.74,0,0,France,0,0.4240503566014634,1,0.175,1521,0.0
529,1,1,1,75285.47,0,0,France,0,1.5447037163516897,0,0.06451612903225806,900,0.0
584,0,1,0,130260.11,1,1,Spain,1,0.0,1,0.016666666666666666,3481,0.0
586,1,1,1,15034.93,0,0,Germany,0,4.942149238523989,0,0.2571428571428571,1156,74309.81
674,1,1,1,175709.4,1,0,Germany,0,0.8696007749114452,0,0.05714285714285714,1156,152797.9
552,1,2,1,101069.71,1,0,France,0,1.3228468465295238,0,0.20930232558139536,1764,0.0
601,0,2,1,153012.13,0,0,Germany,0,0.7478454953506277,2,0.20588235294117646,1089,114430.18
541,1,1,0,86173.92,0,0,France,0,1.4796018377504732,0,0.23333333333333334,841,0.0
744,0,1,1,197548.63,0,0,Germany,0,0.4257836878763073,0,0.047619047619047616,1681,84113.41
595,0,2,0,37042.8,0,1,Spain,0,2.72992133636398,0,0.4166666666666667,529,0.0
724,1,2,1,121085.72,0,0,Germany,0,0.8552947011860591,0,0.14705882352941177,1089,103564.83
533,0,1,0,194113.99,1,1,Spain,1,0.0,1,0.1320754716981132,2704,0.0
618,1,2,0,101273.23,0,0,France,0,1.6606219568393656,2,0.05263157894736842,1369,0.0
523,0,1,1,118711.75,1,0,Germany,0,1.212195909874887,1,0.025,1521,143903.11
642,0,1,1,582.53,0,0,Germany,0,222.35993008071566,0,0.16129032258064516,900,129753.69
584,1,2,1,192381.21,0,0,France,1,0.0,0,0.25,1225,0.0
521,1,1,0,136507.69,1,0,France,0,0.810506495960074,1,0.1282051282051282,1444,0.0
662,0,2,1,138871.12,1,0,France,0,1.2018913515542213,0,0.10810810810810811,1296,0.0
758,0,1,1,60728.89,0,0,France,0,2.5381150863273425,1,0.02857142857142857,1156,0.0
717,1,1,0,189175.71,0,0,France,0,0.5151747273752673,0,0.1794871794871795,1444,0.0
611,1,2,1,102547.56,0,0,France,1,0.0,2,0.024390243902439025,1600,0.0
766,1,2,1,36706.56,0,0,Germany,0,3.0535410144395323,2,0.13636363636363635,1849,112088.04
636,0,2,1,44756.25,0,0,France,1,0.0,2,0.08571428571428572,1156,0.0
814,0,2,1,132870.15,0,0,France,1,0.0,2,0.14285714285714285,2304,0.0
760,1,2,0,16287.38,0,1,Spain,0,8.658845753844153,0,0.034482758620689655,784,0.0
607,1,2,1,121945.42,0,0,Germany,0,0.6926703547344809,2,0.05,1521,84468.67
725,0,1,0,131173.9,1,1,Spain,0,0.9035284951618031,0,0.10810810810810811,1296,0.0
600,1,1,0,88669.89,0,0,France,0,1.6089097560653782,1,0.02631578947368421,1369,0.0
656,1,2,1,160835.3,0,0,Germany,0,0.7375645920728096,2,0.14285714285714285,729,118627.16
640,1,1,0,24761.36,0,1,Spain,0,5.5537121663686335,0,0.02857142857142857,1156,0.0
439,1,2,1,138526.96,0,0,France,0,0.8011106927439053,0,0.2413793103448276,784,0.0
549,0,1,0,157442.75,0,0,France,0,0.6814078043745782,0,0.20512820512820512,1444,0.0
622,1,2,0,105295.77,0,0,France,1,0.0,0,0.1282051282051282,1444,0.0
715,1,1,0,97782.92,0,0,France,0,1.2713179222105229,0,0.11428571428571428,1156,0.0
657,0,1,1,68255.88,0,0,France,0,1.4043766723588889,1,0.11904761904761904,1681,0.0
703,1,2,1,108790.95,0,0,France,1,0.0,0,0.05405405405405406,1296,0.0
802,1,2,1,143706.18,0,0,France,1,0.0,0,0.23529411764705882,1089,0.0
793,0,1,0,148993.47,0,1,Spain,1,0.0,0,0.0,1296,0.0
554,0,2,0,95277.15,1,0,France,0,1.235405809201795,0,0.16666666666666666,1225,0.0
533,1,2,0,152956.33,0,1,Spain,0,0.8844906615459357,2,0.02564102564102564,1444,0.0
658,1,1,1,94925.62,0,0,France,0,1.8336317041521124,1,0.21621621621621623,1296,0.0
713,1,2,1,87308.18,0,0,Germany,0,1.310822527482219,2,0.07317073170731707,1600,114446.84
711,1,2,1,83978.86,1,1,Spain,1,0.0,0,0.05263157894736842,1369,0.0
669,1,1,0,37543.93,1,0,France,0,4.204256873031858,0,0.038461538461538464,625,0.0
439,0,1,0,104889.3,0,0,France,1,0.0,1,0.18181818181818182,1849,0.0
763,0,2,1,149705.25,0,1,Spain,1,0.0,2,0.15789473684210525,1369,0.0
697,0,2,1,16445.79,0,0,Germany,0,6.570969775865077,2,0.04,5476,108071.36
702,0,2,1,54689.16,0,1,Spain,0,0.2607928007524571,0,0.2222222222222222,1225,0.0
686,1,1,0,194913.86,0,1,Spain,0,0.5271518036131263,1,0.16666666666666666,1681,0.0
629,1,2,1,146371.72,0,1,Spain,0,1.1051094083651654,2,0.02702702702702703,1296,0.0
823,1,2,1,156603.7,0,0,France,1,0.0,0,0.02564102564102564,1444,0.0
683,0,1,0,182566.76,0,0,Germany,0,0.5241823090780102,1,0.1388888888888889,1225,95698.79
555,1,1,1,60194.05,0,0,France,0,2.076069876177526,0,0.23684210526315788,1369,0.0
647,1,1,1,36579.53,1,0,Germany,0,2.5685890827716276,0,0.08888888888888889,1936,93960.35
714,0,3,0,5862.53,1,0,France,0,15.060700635965024,0,0.07692307692307693,2601,0.0
850,0,2,1,143030.09,0,1,Spain,1,0.0,2,0.25,1521,0.0
713,0,2,1,62700.08,0,0,France,1,0.0,2,0.05,3481,0.0
452,1,1,1,99017.34,0,0,France,0,1.140555072928914,1,0.22580645161290322,900,0.0
683,0,1,1,187987.01,0,1,Spain,0,0.5243265248671977,0,0.32,576,0.0
577,0,1,0,123454.62,0,0,France,0,1.4623109907835707,0,0.037037037037037035,676,0.0
552,1,1,0,10921.5,0,0,France,0,12.902867475394828,1,0.14705882352941177,1089,0.0
769,0,2,1,53817.23,0,0,Germany,0,2.766975428214566,0,0.21875,961,148913.72
691,1,2,0,81617.4,0,0,France,1,0.0,0,0.1794871794871795,1444,0.0
818,0,1,0,192298.84,1,0,France,1,0.0,1,0.04,2401,0.0
739,1,2,0,143882.25,0,0,France,1,0.0,0,0.11904761904761904,1681,0.0
639,0,2,1,53130.41,0,0,France,0,2.1707558673861658,2,0.11764705882352941,2500,0.0
651,0,2,1,190454.04,0,0,France,1,0.0,2,0.0,4225,0.0
779,0,2,0,111906.0,0,0,France,1,0.0,2,0.0,676,0.0
850,0,1,1,113177.95,0,0,Germany,0,1.1899574081576125,0,0.20588235294117646,1089,134678.13
829,1,2,1,30529.88,0,0,France,1,0.0,0,0.23076923076923078,1444,0.0
579,1,2,1,18800.13,0,0,Germany,0,4.816065842850935,2,0.0625,961,90547.48
510,1,1,1,46127.7,0,0,France,0,2.2399239518997933,1,0.2727272727272727,1024,0.0
531,1,1,0,75585.48,0,0,France,0,1.5160195315352694,0,0.1,841,0.0
628,0,1,1,63085.94,0,0,Germany,0,1.4469953686135355,0,0.08108108108108109,1296,91286.51
633,1,2,1,74415.2,0,1,Spain,0,2.194953786944241,2,0.15151515151515152,1024,0.0
714,1,2,0,139889.15,0,1,Spain,0,1.0787056129398676,2,0.17391304347826086,2025,0.0
604,1,1,1,7267.25,0,1,Spain,0,17.139934647267225,1,0.375,529,0.0
630,1,2,0,186826.22,0,1,Spain,1,0.0,0,0.027777777777777776,1225,0.0
850,0,1,1,162149.07,0,1,Spain,0,0.5630136329882558,1,0.125,961,0.0
788,0,1,1,180150.49,1,0,Germany,0,0.5202106293986245,1,0.13793103448275862,3249,93716.72
798,0,1,1,83478.12,0,0,France,0,1.3383356221292224,1,0.10526315789473684,1369,0.0
770,1,1,1,26163.74,1,0,Germany,0,4.233395019403976,0,0.08695652173913043,2025,110765.68
569,1,2,1,44381.06,0,0,Germany,0,3.908323543341612,2,0.34615384615384615,625,173459.45
425,0,2,0,136365.0,1,1,Spain,0,1.244076456008096,2,0.30434782608695654,484,0.0
547,0,2,0,99294.22,0,1,Spain,1,0.0,0,0.28125,961,0.0
725,1,1,0,173464.43,1,0,Germany,0,0.6740078988649209,0,0.17391304347826086,2025,116917.07
506,1,2,1,127543.81,0,0,France,1,0.0,2,0.13157894736842105,1369,0.0
632,0,2,1,52526.65,0,0,France,1,0.0,2,0.1891891891891892,1296,0.0
620,1,1,1,32589.45,0,0,France,1,0.0,0,0.0,484,0.0
663,1,1,1,47161.25,1,0,Germany,0,2.769750382986393,0,0.24242424242424243,1024,130627.66
700,0,2,0,45424.13,0,1,Spain,0,1.2455869691512165,2,0.10638297872340426,2116,0.0
696,1,1,1,8018.49,0,0,Germany,0,17.746283117754373,1,0.15384615384615385,1444,142316.14
767,1,2,1,195668.0,0,1,Spain,1,0.0,2,0.1875,961,0.0
561,1,2,1,133167.11,1,0,France,0,1.147113974959921,0,0.12280701754385964,3136,0.0
350,1,2,0,123602.11,1,0,Germany,0,0.8877867231657844,0,0.0,1521,109733.2
706,1,1,1,186238.85,0,0,France,0,0.6306089164053772,1,0.16363636363636364,2916,0.0
464,0,1,1,158668.87,0,1,Spain,0,0.4789918211945343,1,0.14285714285714285,1156,0.0
501,0,1,1,9249.36,0,0,France,0,11.647932621000697,0,0.08571428571428572,1156,0.0
745,0,2,1,116581.1,0,1,Spain,1,0.0,2,0.2222222222222222,1225,0.0
587,0,2,1,44688.08,0,0,France,0,3.0208160472312247,0,0.02702702702702703,1296,0.0
667,0,2,1,148608.39,0,0,France,1,0.0,2,0.04081632653061224,2304,0.0
737,1,1,0,188670.9,1,0,France,1,0.0,1,0.24324324324324326,1296,0.0
485,0,1,1,107067.37,0,1,Spain,1,0.0,0,0.22580645161290322,900,0.0
590,0,1,0,61759.33,1,1,Spain,0,1.0418534033092115,1,0.0,1369,0.0
518,0,1,0,192776.64,0,0,Germany,0,0.7348654646877096,1,0.2222222222222222,1225,141665.63
581,0,2,1,46735.19,0,1,Spain,1,0.0,0,0.26666666666666666,841,0.0
785,0,2,1,169117.74,0,0,Germany,0,0.807861979104149,2,0.14705882352941177,1089,136624.6
799,0,1,1,89081.41,0,0,France,0,1.8096688223859232,1,0.07547169811320754,2704,0.0
698,1,1,1,105227.86,0,1,Spain,0,0.9028979312329336,1,0.2564102564102564,1444,0.0
730,0,1,1,128246.81,0,0,France,0,1.3064185657439298,0,0.09523809523809523,1681,0.0
740,0,1,0,94554.74,1,0,Germany,0,1.1532308879397486,0,0.10810810810810811,1296,109044.6
785,0,1,1,33823.5,1,0,France,0,3.6077857765820633,1,0.1875,2209,0.0
527,0,1,1,97468.44,1,1,Spain,0,0.2847658712310238,0,0.06666666666666667,841,0.0
544,0,1,1,164137.36,0,0,France,0,0.7223207908254963,1,0.03333333333333333,841,0.0
705,1,2,1,191313.7,0,0,France,1,0.0,2,0.06451612903225806,3721,0.0
684,1,2,1,65257.57,0,0,France,1,0.0,2,0.2571428571428571,1156,0.0
639,0,1,1,178222.77,0,1,Spain,0,0.548976828399489,1,0.27586206896551724,784,0.0
565,0,2,1,179445.28,0,0,Germany,0,0.8841157922025467,2,0.05128205128205128,1444,158651.29
481,1,1,1,65500.53,1,0,France,0,2.67632007985157,0,0.2,1936,0.0
731,1,1,1,97877.92,0,1,Spain,0,0.9905116443867588,0,0.3076923076923077,625,0.0
607,1,1,0,113051.57,0,0,France,0,1.0955929617522184,1,0.15217391304347827,2025,0.0
760,0,2,1,105969.05,0,0,France,1,0.0,2,0.21212121212121213,1024,0.0
559,0,1,1,122996.76,0,0,France,1,0.0,1,0.1267605633802817,4900,0.0
715,0,1,1,68087.15,0,0,France,0,1.2517279438492601,1,0.08823529411764706,1089,0.0
656,1,2,0,21478.36,0,0,France,0,4.552560225258108,2,0.21621621621621623,1296,0.0
652,1,1,1,158437.73,0,0,Germany,0,0.8087415873631403,0,0.20588235294117646,1089,128135.99
624,1,2,0,76551.7,0,1,Spain,1,0.0,0,0.17647058823529413,1089,0.0
634,1,1,1,15887.68,0,1,Spain,0,5.412418778652475,0,0.05405405405405406,1296,0.0
850,0,2,1,33741.84,0,1,Spain,1,0.0,2,0.19607843137254902,2500,0.0
659,0,1,1,20652.69,0,0,Germany,0,5.05973073092508,0,0.025,1521,104502.11
529,1,1,1,112781.5,0,1,Spain,0,0.849182896282668,1,0.1388888888888889,1225,0.0
572,1,1,0,119996.95,0,1,Spain,0,0.817587217114959,1,0.15625,961,0.0
640,1,4,0,6981.43,1,0,Germany,0,18.848349356885784,4,0.225,1521,131607.28
770,1,2,1,185211.28,1,1,Spain,0,0.34083814528928646,0,0.16071428571428573,3025,0.0
648,1,2,1,78436.36,0,1,Spain,1,0.0,2,0.19444444444444445,1225,0.0
579,1,1,0,139048.0,0,0,France,1,0.0,1,0.28125,961,0.0
589,0,2,1,136329.96,0,0,Germany,0,1.0295208073059854,0,0.24324324324324326,1296,140355.56
530,0,2,1,14721.8,0,1,Spain,1,0.0,2,0.05405405405405406,1296,0.0
831,1,2,0,3430.38,0,0,France,1,0.0,2,0.06451612903225806,900,0.0
790,1,1,0,160450.21,0,0,Germany,0,0.6694762227096948,1,0.28,576,107418.27
656,1,2,1,1485.27,0,0,France,1,0.0,0,0.16666666666666666,1225,0.0
563,1,2,1,19720.08,0,1,Spain,1,0.0,2,0.18181818181818182,1024,0.0
667,1,1,1,41183.02,0,1,Spain,0,4.068498412733871,1,0.175,1521,0.0
613,1,1,1,139410.08,0,1,Spain,0,0.8413966809524753,0,0.22857142857142856,1156,0.0
429,1,2,1,163691.48,0,0,France,1,0.0,2,0.11475409836065574,3600,0.0
665,0,1,1,115147.33,0,0,France,0,1.2477202231243822,1,0.375,529,0.0
731,1,2,1,74945.11,0,0,France,1,0.0,2,0.11764705882352941,1089,0.0
584,0,2,1,180363.56,0,0,France,1,0.0,2,0.02631578947368421,1369,0.0
634,0,1,0,196021.73,0,0,Germany,0,0.39178578933167596,0,0.25,961,76798.92
488,1,2,1,125979.36,0,0,France,1,0.0,2,0.08571428571428572,1156,0.0
535,0,1,1,111421.77,0,1,Spain,0,1.0348849701008151,0,0.14,2401,0.0
776,0,2,1,115818.51,0,0,France,0,1.5383508357098041,2,0.23333333333333334,841,0.0
850,0,2,0,179360.76,0,1,Spain,1,0.0,2,0.07692307692307693,1444,0.0
673,0,2,0,82351.06,0,1,Spain,1,0.0,0,0.0,1369,0.0
850,0,1,1,192744.23,1,0,Germany,0,0.6602435245738636,1,0.10869565217391304,2025,127258.79
627,0,1,1,113408.47,0,1,Spain,1,0.0,1,0.1935483870967742,900,0.0
570,0,1,1,124641.42,0,0,France,1,0.0,1,0.23529411764705882,1089,0.0
796,1,2,0,54871.02,0,1,Spain,1,0.0,2,0.07352941176470588,4489,0.0
773,0,1,1,98820.09,0,1,Spain,1,0.0,1,0.29411764705882354,1089,0.0
752,1,2,1,45570.84,0,1,Spain,1,0.0,2,0.05405405405405406,1296,0.0
625,0,1,1,182336.45,0,1,Spain,0,0.5899498978405149,1,0.014285714285714285,4761,0.0
535,1,1,1,118825.56,0,0,Germany,0,1.1350526346971586,1,0.42857142857142855,400,134874.4
786,0,2,1,103372.79,0,0,France,1,0.0,0,0.13333333333333333,841,0.0
620,0,2,1,43486.73,0,0,France,1,0.0,2,0.04411764705882353,4489,0.0
605,0,2,1,40062.99,0,1,Spain,1,0.0,2,0.12244897959183673,2304,0.0
670,0,2,1,46175.7,0,1,Spain,1,0.0,0,0.09090909090909091,1024,0.0
617,1,1,1,120830.73,0,1,Spain,0,0.5801942089217791,1,0.0,1764,0.0
595,1,2,1,5967.09,0,0,France,1,0.0,0,0.21428571428571427,1681,0.0
687,0,1,1,122134.56,1,0,Germany,0,0.6463240517339913,0,0.13333333333333333,841,78939.15
757,1,2,1,62972.13,0,0,Germany,0,1.6694239273163016,2,0.1935483870967742,900,105128.85
746,1,1,1,174815.54,0,1,Spain,0,0.6511756267456157,1,0.0625,961,0.0
503,1,1,0,192841.13,0,1,Spain,1,0.0,1,0.2692307692307692,625,0.0
543,1,1,0,33310.72,1,0,Germany,0,3.028978989977101,0,0.02040816326530612,2304,100900.5
428,0,2,1,72876.43,1,0,Germany,0,1.7734998338991923,0,0.07317073170731707,1600,129248.11
768,0,2,0,50911.41,0,0,France,0,2.1432505355766893,2,0.10344827586206896,784,0.0
618,1,1,1,142400.27,1,0,France,1,0.0,1,0.12280701754385964,3136,0.0
591,0,2,0,48778.46,0,0,France,1,0.0,2,0.21875,961,0.0
658,0,1,0,156361.58,1,0,France,0,0.8083625890542354,0,0.1388888888888889,1225,0.0
625,1,3,1,133807.77,1,0,France,0,0.8112036303749001,0,0.24324324324324326,1296,0.0
717,1,1,1,179128.69,1,0,France,0,0.8265625313146023,0,0.05405405405405406,1296,0.0
667,1,1,1,91810.71,0,0,France,0,1.331833052668336,1,0.17777777777777778,1936,0.0
804,1,2,1,173195.33,0,0,France,1,0.0,0,0.12,576,0.0
693,1,2,0,182270.88,0,0,France,1,0.0,2,0.03125,961,0.0
729,1,2,1,177130.33,0,0,Germany,0,0.8631970414268328,0,0.21621621621621623,1296,152899.24
484,1,1,0,49954.79,1,0,Germany,0,2.690140822515268,0,0.05454545454545454,2916,134388.11
632,0,1,1,141896.74,0,1,Spain,0,0.7733782088425087,0,0.07317073170731707,1600,0.0
536,1,2,1,120661.71,0,0,Germany,0,0.7654951558770725,0,0.25,529,92366.72
573,0,1,0,149814.68,1,0,France,0,0.8617857623447693,0,0.14814814814814814,676,0.0
655,0,2,1,41782.7,0,1,Spain,1,0.0,2,0.08771929824561403,3136,0.0
666,1,1,1,46172.47,0,0,Germany,0,2.276253008491673,1,0.09333333333333334,5476,105102.5
726,1,2,1,2704.09,0,0,Germany,0,41.1725007301051,0,0.16129032258064516,900,111375.32
523,1,2,1,6726.53,0,0,France,1,0.0,0,0.075,1521,0.0
728,0,2,1,170764.08,0,0,Germany,0,0.880813220126738,0,0.2647058823529412,1089,150412.14
701,1,2,1,45742.42,0,0,France,0,3.424770600886423,0,0.0967741935483871,900,0.0
518,1,1,0,162304.59,0,0,France,0,0.5604108275013818,1,0.07692307692307693,1444,0.0
739,1,1,0,80883.82,0,0,France,0,1.2976533792125642,1,0.18421052631578946,1369,0.0
531,0,1,1,118508.09,1,0,Germany,0,0.9877117443058588,0,0.21875,961,117052.82
452,1,1,1,69697.74,0,1,Spain,0,1.2757167489684893,0,0.06666666666666667,1936,0.0
684,1,1,1,183575.01,0,0,France,0,0.8065944455378457,0,0.13043478260869565,2025,0.0
728,1,1,0,161203.6,0,0,Germany,0,0.944035281871609,0,0.15,1521,152182.83
783,1,2,1,143752.77,0,1,Spain,1,0.0,0,0.225,1521,0.0
734,1,1,0,121894.31,1,0,France,0,1.0669502378721545,0,0.21739130434782608,484,0.0
648,1,2,1,147055.87,0,0,Germany,0,0.646278749166904,2,0.08571428571428572,1156,95039.73
688,1,2,1,172033.57,0,0,France,1,0.0,2,0.018867924528301886,2704,0.0
680,1,2,0,143774.06,0,1,Spain,1,0.0,0,0.25,1225,0.0
516,0,2,1,139366.58,0,0,France,0,0.8091819489152355,2,0.045454545454545456,1849,0.0
680,0,1,1,81776.84,1,0,France,0,1.5139343372238738,0,0.2631578947368421,1369,0.0
604,1,1,1,190998.96,1,0,France,0,0.7563025144089036,0,0.14814814814814814,2809,0.0
624,1,2,0,4470.52,0,0,Germany,0,21.171165509714815,2,0.32142857142857145,729,94667.29
623,1,2,0,135851.3,0,0,France,1,0.0,2,0.45454545454545453,441,0.0
624,1,2,1,172372.63,0,1,Spain,0,1.011739498669257,2,0.09615384615384616,2601,0.0
565,0,3,0,135875.51,1,0,Germany,0,0.801376485162888,3,0.05084745762711865,3364,108888.24
565,1,2,1,128124.7,1,0,France,0,0.9272405926367623,2,0.07142857142857142,3025,0.0
710,1,1,1,167023.95,1,0,France,0,1.0246230877482674,1,0.10909090909090909,2916,0.0
645,1,1,0,149807.01,0,0,France,1,0.0,0,0.13953488372093023,1764,0.0
